host_acceptance_rate,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,facebook,reviews,selfie,government_id, Washer, Stove, Fire extinguisher, Dryer, Shampoo, Paid parking off premises, Dishes and silverware, First aid kit, Hot water, Shower gel, Free street parking, Air conditioning, Heating, Toaster, Host greets you, Luggage dropoff allowed, Smoke alarm, Pocket wifi, Dedicated workspace, Drying rack for clothing, Freezer, Room-darkening shades, Microwave, Iron, Wine glasses, Coffee maker, Bed linens, Hangers, Wifi, Essentials, Dining table, Ethernet connection, Lock on bedroom door, Cleaning products, Cooking basics, Cable TV, Bathtub, Refrigerator, Elevator, Paid parking on premises, Breakfast, Oven, Carbon monoxide alarm, Long term stays allowed, Hair dryer, Kitchen
0.12,1,true,true,Almagro,Chamberí,40.42859,-3.69521,Entire rental unit,Entire home/apt,3,2,1,2,73,2,90,10,65,36,3,4.79,4.83,4.5,4.9,4.93,4.87,4.7,false,1,0.31,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true
1,3,true,true,Universidad,Centro,40.42123,-3.70133,Entire rental unit,Entire home/apt,3,1.5,1,2,40,30,1125,0,14,274,5,4.6,4.78,4.78,4.71,4.73,4.92,4.57,true,1,2.36,true,true,false,true,true,false,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true
0.99,43,true,true,Palacio,Centro,40.41941,-3.70823,Entire rental unit,Entire home/apt,2,1,1,1,93,3,365,13,56,51,2,4.5,4.69,4.75,4.63,4.75,4.96,4.48,true,45,0.58,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
1,6,true,true,Embajadores,Centro,40.41018,-3.70164,Entire rental unit,Entire home/apt,3,1,1,2,76,3,1125,6,39,38,0,4.71,4.67,4.69,4.89,4.94,4.5,4.61,false,1,0.33,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,false,false,false,false,false,true,true,true,true
0.99,43,true,true,Universidad,Centro,40.42359,-3.70537,Entire rental unit,Entire home/apt,4,1,1,1,100,3,365,6,66,43,3,4.26,4.3,4.33,4.72,4.67,4.81,4.35,true,45,0.5,false,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,true,true
0.99,43,true,true,Sol,Centro,40.41628,-3.70364,Entire rental unit,Entire home/apt,2,1,1,1,96,3,365,6,42,150,6,4.54,4.55,4.6,4.79,4.73,4.85,4.54,true,45,1.34,false,true,false,true,false,false,false,false,true,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
0.8,0,true,true,Justicia,Centro,40.42349,-3.70024,Entire rental unit,Entire home/apt,6,2,3,3,92,22,365,4,4,58,5,4.59,4.35,4.58,4.89,4.91,4.79,4.6,false,1,0.5,true,true,false,false,true,true,false,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true
0.75,0,true,true,Rosas,San Blas - Canillejas,40.43202,-3.60353,Private room in rental unit,Private room,2,2,1,1,29,3,1125,29,89,16,2,4.36,3.94,4.2,4.93,4.93,4.4,4.53,false,1,0.14,false,true,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,false,true,true,true
0.99,43,true,true,Trafalgar,Chamberí,40.43271,-3.70156,Entire rental unit,Entire home/apt,4,1,1,1,94,3,1125,11,38,11,3,4.36,4.55,4.18,4.91,4.82,4.91,4.1,true,45,0.13,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
1,2,true,true,Universidad,Centro,40.42885,-3.70479,Entire rental unit,Entire home/apt,2,1,1,1,90,3,1125,3,63,12,1,4.7,4.8,4.82,4.73,4.82,4.64,4.73,true,1,0.1,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true
0.98,4,true,true,Jerónimos,Retiro,40.40808,-3.68338,Entire loft,Entire home/apt,3,1,1,2,60,1,365,0,1,219,10,4.72,4.81,4.77,4.84,4.9,4.79,4.73,true,3,1.94,true,true,false,true,false,true,false,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,true,true,false,true,false,true,false,true,true,true
1,1,true,true,Embajadores,Centro,40.41234,-3.70186,Entire rental unit,Entire home/apt,5,1,2,4,103,4,1125,2,50,167,6,4.89,4.9,4.89,4.97,4.98,4.87,4.81,false,1,1.54,true,true,false,true,true,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true
1,1,true,false,Cortes,Centro,40.41155,-3.69492,Private room in rental unit,Private room,1,1,1,1,56,3,1125,10,67,93,7,4.81,4.82,4.91,4.9,4.93,4.95,4.81,false,1,1.36,false,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,true,false,false,true,true,true,true
1,1,true,true,Concepción,Ciudad Lineal,40.44117,-3.64841,Entire rental unit,Entire home/apt,4,1,2,3,68,1,1125,1,16,434,30,4.9,4.93,4.94,4.96,4.96,4.69,4.89,false,1,6.11,true,true,false,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true
1,5,true,true,Arcos,San Blas - Canillejas,40.42297,-3.61193,Private room in rental unit,Private room,2,1.5,1,1,31,10,1000,16,76,24,2,4.86,4.74,4.65,4.87,4.96,4.39,4.83,true,5,0.22,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,true,true,true,true,true
1,5,true,true,Arcos,San Blas - Canillejas,40.42756,-3.61577,Private room in rental unit,Private room,2,1.5,1,2,31,10,1000,18,78,18,0,4.81,4.76,4.82,4.82,4.82,4.18,4.65,true,5,0.17,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,false,false,false,true,true,true,true,true
0,1,true,false,Embajadores,Centro,40.41012,-3.70484,Private room in rental unit,Private room,3,1,1,2,40,2,18,0,0,8,0,4.25,4.75,4.13,4.88,4.75,4.63,4.5,false,1,0.09,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0.85,23,true,true,Sol,Centro,40.4154,-3.70255,Entire rental unit,Entire home/apt,4,1,1,2,117,3,180,8,60,128,7,4.76,4.85,4.78,4.87,4.94,4.96,4.67,true,15,1.13,false,true,false,true,true,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.24,1,true,true,Palacio,Centro,40.41152,-3.70991,Entire rental unit,Entire home/apt,5,1.5,2,2,76,2,90,0,58,91,1,4.69,4.78,4.58,4.79,4.83,4.96,4.66,false,1,1.03,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true
1,1,true,true,Embajadores,Centro,40.41327,-3.70223,Private room in rental unit,Private room,2,1,1,1,65,2,1125,13,73,399,21,4.91,4.93,4.94,4.91,4.96,4.98,4.92,false,1,3.57,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false
1,5,true,true,Sol,Centro,40.41604,-3.70834,Entire rental unit,Entire home/apt,5,1,2,4,71,2,330,6,39,565,53,4.74,4.68,4.86,4.82,4.81,4.97,4.72,true,1,4.89,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,false,false,true,true,true,true
0.7,2,true,false,Palos de Moguer,Arganzuela,40.40108,-3.69113,Private room in rental unit,Private room,1,1.5,1,1,21,1,1125,0,0,24,5,4.83,4.75,4.46,4.88,4.92,4.75,4.54,false,2,0.21,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false
0.99,2,true,true,Embajadores,Centro,40.40954,-3.70096,Entire rental unit,Entire home/apt,3,1,1,1,48,1,90,7,29,263,15,4.48,4.43,4.66,4.81,4.82,4.68,4.41,true,2,2.29,false,true,false,true,true,true,false,false,true,true,true,false,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,false,true,true,true,true
0.97,2,true,false,Hispanoamérica,Chamartín,40.45841,-3.67598,Private room in rental unit,Private room,1,1,1,1,21,2,365,0,36,43,8,4.79,4.81,4.86,4.9,4.95,4.71,4.69,false,2,0.42,false,true,false,false,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,true,false,true,false,false,true,true,true,true,true,false,true,true,true
0.8,1,true,true,Ibiza,Retiro,40.419,-3.67774,Entire rental unit,Entire home/apt,4,1,2,3,93,7,30,3,34,150,4,4.93,4.94,4.87,4.98,4.95,4.95,4.85,false,1,1.35,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,true
0.63,1,true,true,Cortes,Centro,40.41309,-3.69775,Private room in rental unit,Private room,2,1,1,1,39,2,15,19,79,276,15,4.84,4.91,4.96,4.93,4.9,4.97,4.86,false,1,2.4,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,false,false,true,true,false,false,true,true,false,true,false
0.98,32,true,true,Recoletos,Salamanca,40.42297,-3.69095,Entire rental unit,Entire home/apt,2,1,1,1,110,5,1125,2,53,26,2,4.62,4.5,4.81,4.69,4.69,5,4.62,true,24,0.26,false,true,true,true,false,false,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true
1,1,true,true,Embajadores,Centro,40.40683,-3.69932,Entire rental unit,Entire home/apt,3,1,2,2,54,3,1125,4,7,183,13,4.31,4.46,4.48,4.68,4.68,4.64,4.37,true,1,2.02,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,false,false,false,true,true,true
0.6,2,true,false,Embajadores,Centro,40.40913,-3.699,Entire rental unit,Entire home/apt,2,1,1,2,90,90,1125,0,1,31,1,4.85,4.82,4.89,4.96,4.93,4.93,4.86,false,2,0.27,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,false,true,false,true
0.77,1,true,true,Casco Histórico de Barajas,Barajas,40.4739,-3.57583,Other,Entire home/apt,8,1,2,6,78,1,1125,14,59,422,24,4.69,4.8,4.79,4.82,4.87,4.72,4.64,false,1,3.78,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,false,true,false,false,false,true,false,true,true,true
0.75,5,true,true,Universidad,Centro,40.42551,-3.70812,Entire rental unit,Entire home/apt,5,1,2,3,100,15,1825,0,7,338,0,4.7,4.67,4.59,4.82,4.86,4.87,4.69,false,4,2.97,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,true
0.62,1,true,true,Palacio,Centro,40.4158,-3.70962,Entire loft,Entire home/apt,2,1,1,1,200,2,1125,0,9,59,3,4.95,4.97,4.88,4.93,4.98,4.98,4.75,false,1,0.67,false,true,true,true,false,false,true,false,false,false,true,true,true,true,false,true,true,true,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,true
1,2,true,true,San Fermín,Usera,40.36725,-3.68875,Private room in condominium (condo),Private room,1,1,1,1,40,4,60,29,89,58,1,4.81,4.91,4.98,4.98,4.95,4.48,4.8,false,1,0.52,false,true,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,false,false,true,false,true,true,true
0.82,1,true,true,Palos de Moguer,Arganzuela,40.40661,-3.6952,Entire rental unit,Entire home/apt,3,1,1,1,85,3,65,0,46,80,2,4.86,4.86,4.9,4.87,4.91,4.87,4.82,false,1,0.78,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,true,true,true,true
